duration,amount,inst_rate,personal_status,residing_since,age,num_credits,dependents,foreign_worker,status,under_30,is_female,is_foreign_worker,checkin_acc_A11,checkin_acc_A12,checkin_acc_A13,checkin_acc_A14,credit_history_A30,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,saving_acc_A61,saving_acc_A62,saving_acc_A63,saving_acc_A64,saving_acc_A65,present_emp_since_A71,present_emp_since_A72,present_emp_since_A73,present_emp_since_A74,present_emp_since_A75,other_debtors_A101,other_debtors_A102,other_debtors_A103,property_A121,property_A122,property_A123,property_A124,inst_plans_A141,inst_plans_A142,inst_plans_A143,housing_A151,housing_A152,housing_A153,job_A171,job_A172,job_A173,job_A174,telephone_A191,telephone_A192
-0.240857225,-0.464412263,0.024146917,A92,-0.765977267,23,-0.704925998,-0.428289566,A201,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
-0.738667543,-0.80255124,0.918477168,A94,-1.67245924,22,-0.704925998,-0.428289566,A201,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.240857225,-0.362332572,0.918477168,A93,0.140504706,30,-0.704925998,2.334868926,A201,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.738667543,-0.692319351,0.918477168,A93,1.046986678,54,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0.256953092,-0.638798402,0.918477168,A94,1.046986678,41,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-0.240857225,1.129519579,-0.870183334,A93,1.046986678,39,1.027078912,2.334868926,A201,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
-0.738667543,0.994831098,-0.870183334,A93,-0.765977267,32,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.240857225,1.059339791,0.024146917,A93,0.140504706,28,-0.704925998,-0.428289566,A201,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1.252573727,1.624676969,0.918477168,A92,-0.765977267,25,1.027078912,-0.428289566,A201,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
-0.738667543,-0.320862698,0.024146917,A91,0.140504706,36,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.904604315,-0.882655442,0.918477168,A93,1.046986678,63,1.027078912,-0.428289566,A201,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
-0.738667543,-0.407701324,0.918477168,A93,-0.765977267,30,1.027078912,-0.428289566,A201,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.738667543,0.080721642,0.024146917,A92,-0.765977267,29,1.027078912,-0.428289566,A201,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2.248194362,1.84868518,-1.764513585,A92,-0.765977267,24,-0.704925998,-0.428289566,A201,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
-1.23647786,-0.908175364,-0.870183334,A94,-0.765977267,27,-0.704925998,-0.428289566,A202,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
-1.23647786,-0.854654415,-1.764513585,A92,1.046986678,39,1.027078912,-0.428289566,A201,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
-0.738667543,-0.917745335,0.918477168,A92,0.140504706,51,1.027078912,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0.256953092,0.085329406,-0.870183334,A93,0.140504706,38,1.027078912,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
-0.240857225,-0.785537958,0.918477168,A92,-1.67245924,30,1.027078912,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.904604315,1.430796445,-0.870183334,A93,1.046986678,70,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1.252573727,-0.83728669,0.918477168,A93,1.046986678,36,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.489762384,-0.822754512,0.918477168,A93,0.140504706,33,1.027078912,2.334868926,A201,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
0.008047933,-0.95708855,0.918477168,A93,1.046986678,65,1.027078912,-0.428289566,A201,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.008047933,-0.575707482,0.918477168,A93,-0.765977267,40,1.027078912,2.334868926,A201,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.240857225,-0.846147774,0.918477168,A93,1.046986678,36,-0.704925998,2.334868926,A201,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
-0.406793998,-0.743004753,-0.870183334,A93,0.140504706,68,2.759083822,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
-0.738667543,-0.745485857,0.918477168,A94,0.140504706,27,-0.704925998,-0.428289566,A201,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.738667543,-0.629582874,0.918477168,A93,-1.67245924,38,1.027078912,2.334868926,A201,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.904604315,-0.676014956,-0.870183334,A92,1.046986678,64,-0.704925998,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.987572702,-0.270886182,-0.870183334,A93,1.046986678,51,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
-1.23647786,3.999447558,-1.764513585,A93,-0.765977267,23,-0.704925998,-0.428289566,A201,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0.256953092,-0.83516003,0.918477168,A92,-0.765977267,29,-0.704925998,-0.428289566,A201,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
-1.23647786,-0.732725895,0.918477168,A93,-1.67245924,35,-0.704925998,-0.428289566,A202,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0
-1.23647786,-0.923416429,0.024146917,A92,1.046986678,39,1.027078912,-0.428289566,A201,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
0.75476341,-0.397422466,0.918477168,A92,-0.765977267,24,-0.704925998,-0.428289566,A201,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
-0.240857225,0.719783041,-0.870183334,A93,1.046986678,36,2.759083822,-0.428289566,A201,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
-0.904604315,-0.723155924,0.024146917,A93,1.046986678,32,1.027078912,2.334868926,A202,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.57273077,2.022716875,-1.764513585,A91,1.046986678,45,-0.704925998,-0.428289566,A202,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
-0.240857225,-0.21594746,0.918477168,A93,0.140504706,32,-0.704925998,-0.428289566,A202,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2.248194362,3.153745674,0.918477168,A93,1.046986678,36,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.256953092,0.21505568,0.918477168,A91,-0.765977267,37,-0.704925998,-0.428289566,A201,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
2.165225976,2.640866115,-1.764513585,A92,-1.67245924,35,-0.704925998,-0.428289566,A201,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
-0.904604315,-0.703307096,0.918477168,A93,-0.765977267,45,-0.704925998,-0.428289566,A202,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-1.23647786,-0.921289769,-1.764513585,A92,1.046986678,54,-0.704925998,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
0.256953092,-0.683103823,0.918477168,A93,-0.765977267,37,1.027078912,2.334868926,A201,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
-0.904604315,-0.791563495,0.918477168,A93,0.140504706,49,1.027078912,-0.428289566,A201,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
2.248194362,2.429972309,-0.870183334,A93,-0.765977267,44,-0.704925998,-0.428289566,A201,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
-0.987572702,-1.061649344,0.918477168,A94,1.046986678,22,-0.704925998,-0.428289566,A201,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-0.738667543,-0.916682005,-0.870183334,A94,0.140504706,25,-0.704925998,-0.428289566,A201,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
-1.402414633,-0.629937318,-1.764513585,A93,-0.765977267,29,-0.704925998,2.334868926,A202,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.75476341,0.346554171,0.918477168,A94,-0.765977267,28,1.027078912,-0.428289566,A201,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
-0.240857225,-0.795107929,0.918477168,A92,0.140504706,36,1.027078912,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-1.070541088,0.044922862,-1.764513585,A93,1.046986678,39,1.027078912,-0.428289566,A202,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.256953092,-0.618949573,0.918477168,A92,0.140504706,34,-0.704925998,2.334868926,A201,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
3.243814997,1.466240782,0.918477168,A92,-0.765977267,24,-0.704925998,-0.428289566,A201,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
-0.904604315,0.24022116,-1.764513585,A93,-1.67245924,37,-0.704925998,2.334868926,A201,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.256953092,-0.717839274,0.918477168,A93,-0.765977267,23,-0.704925998,-0.428289566,A201,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
-0.738667543,-0.363041459,-0.870183334,A92,-0.765977267,36,1.027078912,-0.428289566,A201,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
1.252573727,-0.068144574,0.918477168,A93,1.046986678,36,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3.243814997,3.716247304,-0.870183334,A93,1.046986678,63,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
1.252573727,3.915444479,0.918477168,A93,-0.765977267,57,-0.704925998,-0.428289566,A201,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
-1.23647786,-1.031167214,0.918477168,A92,1.046986678,52,1.027078912,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0.09101632,-0.704724869,0.918477168,A92,1.046986678,25,-0.704925998,-0.428289566,A201,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
-0.738667543,-0.688066031,0.918477168,A93,-1.67245924,26,-0.704925998,-0.428289566,A201,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.240857225,-0.514388779,-0.870183334,A94,-0.765977267,30,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1.252573727,-0.007889201,-0.870183334,A93,1.046986678,39,-0.704925998,2.334868926,A201,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
-0.738667543,-0.725991471,-1.764513585,A91,-1.67245924,46,1.027078912,-0.428289566,A201,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
-0.57273077,-0.875212131,0.918477168,A93,-0.765977267,27,1.027078912,-0.428289566,A201,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.240857225,-0.131944381,0.918477168,A93,1.046986678,43,-0.704925998,2.334868926,A201,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.738667543,-0.826653389,0.918477168,A94,-0.765977267,28,2.759083822,-0.428289566,A201,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.904604315,-0.59342965,0.024146917,A93,-0.765977267,40,-0.704925998,2.334868926,A202,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0.256953092,-0.669989419,0.918477168,A92,-0.765977267,35,-0.704925998,-0.428289566,A201,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.738667543,-0.24536626,0.918477168,A93,-1.67245924,33,-0.704925998,2.334868926,A201,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.008047933,-0.173414255,-1.764513585,A92,-0.765977267,31,-0.704925998,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
-0.240857225,-0.790145722,0.918477168,A92,-0.765977267,33,-0.704925998,-0.428289566,A201,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.489762384,-0.030219133,-0.870183334,A92,0.140504706,20,-0.704925998,-0.428289566,A201,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0
-0.738667543,-0.819918965,-0.870183334,A93,0.140504706,47,1.027078912,2.334868926,A201,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.256953092,-0.703307096,0.918477168,A92,1.046986678,37,1.027078912,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.738667543,-0.491704403,0.918477168,A93,1.046986678,39,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1.252573727,-0.506591024,0.918477168,A92,1.046986678,34,-0.704925998,-0.428289566,A201,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0.256953092,0.547878006,-0.870183334,A93,0.140504706,31,-0.704925998,-0.428289566,A201,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-0.821635929,0.224625651,-0.870183334,A93,-0.765977267,36,1.027078912,2.334868926,A201,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
-0.489762384,-0.549478672,-0.870183334,A93,0.140504706,36,-0.704925998,-0.428289566,A201,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.987572702,-0.92766975,0.918477168,A93,0.140504706,28,-0.704925998,-0.428289566,A201,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0.256953092,-0.733789225,0.918477168,A93,-1.67245924,26,-0.704925998,-0.428289566,A201,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.738667543,-0.747258074,0.918477168,A93,1.046986678,44,-0.704925998,-0.428289566,A201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
-1.23647786,-0.730953679,0.918477168,A93,1.046986678,47,-0.704925998,-0.428289566,A201,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0.256953092,0.172168032,0.918477168,A92,1.046986678,62,-0.704925998,-0.428289566,A201,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
